"frame","dstport","srcport","destIP","srcIP","timestamp","cid","seqNo","isChlo","isRej","SCID"
"321","47765","443","10.0.2.15","null","1461023917523","null","42","false","false","null"
"322","443","47765","216.58.217.164","null","1461023917523","B84194D36576F296","17","false","false","null"
"323","443","47765","216.58.217.164","null","1461023917524","B84194D36576F296","18","false","false","null"
"324","443","47765","216.58.217.164","null","1461023917524","B84194D36576F296","19","false","false","null"
"325","443","47765","216.58.217.164","null","1461023917524","B84194D36576F296","20","false","false","null"
"326","443","47765","216.58.217.164","null","1461023917525","B84194D36576F296","21","false","false","null"
"327","47765","443","10.0.2.15","null","1461023917526","null","46","false","false","null"
"328","47765","443","10.0.2.15","null","1461023917526","null","47","false","false","null"
"329","47765","443","10.0.2.15","null","1461023917526","null","48","false","false","null"
"330","47765","443","10.0.2.15","null","1461023917526","null","50","false","false","null"
"331","47765","443","10.0.2.15","null","1461023917526","null","49","false","false","null"
"332","47765","443","10.0.2.15","null","1461023917526","null","51","false","false","null"
"333","443","47765","216.58.217.164","null","1461023917527","B84194D36576F296","22","false","false","null"
"334","443","47765","216.58.217.164","null","1461023917527","B84194D36576F296","23","false","false","null"
"335","443","47765","216.58.217.164","null","1461023917528","B84194D36576F296","24","false","false","null"
"336","443","47765","216.58.217.164","null","1461023917528","B84194D36576F296","25","false","false","null"
"337","443","47765","216.58.217.164","null","1461023917529","B84194D36576F296","26","false","false","null"
"338","60432","443","10.0.2.15","null","1461023917531","null","204","false","false","null"
"339","60432","443","10.0.2.15","null","1461023917531","null","205","false","false","null"
"340","443","60432","216.58.217.164","null","1461023917533","6ABFAD539CCAD8A7","108","false","false","null"
"341","443","60432","216.58.217.164","null","1461023917533","6ABFAD539CCAD8A7","109","false","false","null"
"342","60432","443","10.0.2.15","null","1461023917534","null","206","false","false","null"
"343","47765","443","10.0.2.15","null","1461023917541","null","52","false","false","null"
"344","47765","443","10.0.2.15","null","1461023917541","null","53","false","false","null"
"345","47765","443","10.0.2.15","null","1461023917542","null","54","false","false","null"
"346","443","60432","216.58.217.164","null","1461023917542","6ABFAD539CCAD8A7","110","false","false","null"
"347","443","47765","216.58.217.164","null","1461023917542","B84194D36576F296","27","false","false","null"
"348","60432","443","10.0.2.15","null","1461023917548","null","207","false","false","null"
"349","60432","443","10.0.2.15","null","1461023917548","null","208","false","false","null"
"350","443","60432","216.58.217.164","null","1461023917548","6ABFAD539CCAD8A7","111","false","false","null"
"351","443","47765","216.58.217.164","null","1461023917568","B84194D36576F296","28","false","false","null"
"352","60432","443","10.0.2.15","null","1461023917826","null","209","false","false","null"
"353","60432","443","10.0.2.15","null","1461023917826","null","210","false","false","null"
"354","60432","443","10.0.2.15","null","1461023917826","null","211","false","false","null"
"355","60432","443","10.0.2.15","null","1461023917826","null","212","false","false","null"
"356","60432","443","10.0.2.15","null","1461023917826","null","213","false","false","null"
"357","443","60432","216.58.217.164","null","1461023917826","6ABFAD539CCAD8A7","112","false","false","null"
"358","60432","443","10.0.2.15","null","1461023917826","null","214","false","false","null"
"359","60432","443","10.0.2.15","null","1461023917826","null","215","false","false","null"
"360","443","60432","216.58.217.164","null","1461023917826","6ABFAD539CCAD8A7","113","false","false","null"
"361","443","60432","216.58.217.164","null","1461023917826","6ABFAD539CCAD8A7","114","false","false","null"
"362","60432","443","10.0.2.15","null","1461023917827","null","221","false","false","null"
"363","60432","443","10.0.2.15","null","1461023917827","null","222","false","false","null"
"364","443","60432","216.58.217.164","null","1461023917827","6ABFAD539CCAD8A7","115","false","false","null"
"365","443","60432","216.58.217.164","null","1461023917827","6ABFAD539CCAD8A7","116","false","false","null"
"366","60432","443","10.0.2.15","null","1461023917828","null","223","false","false","null"
"367","443","60432","216.58.217.164","null","1461023917829","6ABFAD539CCAD8A7","117","false","false","null"
"368","60432","443","10.0.2.15","null","1461023917839","null","224","false","false","null"
"369","60432","443","10.0.2.15","null","1461023917839","null","225","false","false","null"
"370","443","60432","216.58.217.164","null","1461023917840","6ABFAD539CCAD8A7","118","false","false","null"
"371","60432","443","10.0.2.15","null","1461023917842","null","226","false","false","null"
"372","443","60432","216.58.217.164","null","1461023917842","6ABFAD539CCAD8A7","119","false","false","null"
"373","60432","443","10.0.2.15","null","1461023917842","null","227","false","false","null"
"374","60432","443","10.0.2.15","null","1461023917842","null","228","false","false","null"
"375","443","60432","216.58.217.164","null","1461023917842","6ABFAD539CCAD8A7","120","false","false","null"
"376","60432","443","10.0.2.15","null","1461023917842","null","229","false","false","null"
"377","60432","443","10.0.2.15","null","1461023917842","null","230","false","false","null"
"378","443","60432","216.58.217.164","null","1461023917843","6ABFAD539CCAD8A7","121","false","false","null"
"379","60432","443","10.0.2.15","null","1461023917845","null","231","false","false","null"
"380","60432","443","10.0.2.15","null","1461023917845","null","232","false","false","null"
"381","443","60432","216.58.217.164","null","1461023917846","6ABFAD539CCAD8A7","122","false","false","null"
"382","60432","443","10.0.2.15","null","1461023917848","null","233","false","false","null"
"383","60432","443","10.0.2.15","null","1461023917850","null","234","false","false","null"
"384","60432","443","10.0.2.15","null","1461023917850","null","235","false","false","null"
"385","443","60432","216.58.217.164","null","1461023917850","6ABFAD539CCAD8A7","123","false","false","null"
"386","60432","443","10.0.2.15","null","1461023917851","null","236","false","false","null"
"387","443","60432","216.58.217.164","null","1461023917852","6ABFAD539CCAD8A7","124","false","false","null"
"388","60432","443","10.0.2.15","null","1461023917855","null","237","false","false","null"
"389","60432","443","10.0.2.15","null","1461023917855","null","238","false","false","null"
"390","60432","443","10.0.2.15","null","1461023917855","null","239","false","false","null"
"391","443","60432","216.58.217.164","null","1461023917856","6ABFAD539CCAD8A7","125","false","false","null"
"392","443","60432","216.58.217.164","null","1461023917882","6ABFAD539CCAD8A7","126","false","false","null"
"393","443","60432","216.58.217.164","null","1461023918366","6ABFAD539CCAD8A7","127","false","false","null"
"394","60432","443","10.0.2.15","null","1461023918379","null","240","false","false","null"
"395","60432","443","10.0.2.15","null","1461023918379","null","241","false","false","null"
"396","60432","443","10.0.2.15","null","1461023918379","null","242","false","false","null"
"397","60432","443","10.0.2.15","null","1461023918379","null","243","false","false","null"
"398","60432","443","10.0.2.15","null","1461023918379","null","244","false","false","null"
"399","443","60432","216.58.217.164","null","1461023918380","6ABFAD539CCAD8A7","128","false","false","null"
"400","443","60432","216.58.217.164","null","1461023918380","6ABFAD539CCAD8A7","129","false","false","null"
"401","60432","443","10.0.2.15","null","1461023918380","null","245","false","false","null"
"402","443","60432","216.58.217.164","null","1461023918380","6ABFAD539CCAD8A7","130","false","false","null"
"403","60432","443","10.0.2.15","null","1461023918380","null","246","false","false","null"
"404","60432","443","10.0.2.15","null","1461023918381","null","248","false","false","null"
"405","60432","443","10.0.2.15","null","1461023918381","null","247","false","false","null"
"406","60432","443","10.0.2.15","null","1461023918381","null","249","false","false","null"
"407","60432","443","10.0.2.15","null","1461023918381","null","250","false","false","null"
"408","443","60432","216.58.217.164","null","1461023918381","6ABFAD539CCAD8A7","131","false","false","null"
"409","60432","443","10.0.2.15","null","1461023918381","null","251","false","false","null"
"410","443","60432","216.58.217.164","null","1461023918381","6ABFAD539CCAD8A7","132","false","false","null"
"411","443","60432","216.58.217.164","null","1461023918381","6ABFAD539CCAD8A7","133","false","false","null"
"412","60432","443","10.0.2.15","null","1461023918382","null","252","false","false","null"
"413","443","60432","216.58.217.164","null","1461023918382","6ABFAD539CCAD8A7","134","false","false","null"
"414","60432","443","10.0.2.15","null","1461023918393","null","253","false","false","null"
"415","60432","443","10.0.2.15","null","1461023918393","null","254","false","false","null"
"416","60432","443","10.0.2.15","null","1461023918393","null","255","false","false","null"
"417","443","60432","216.58.217.164","null","1461023918393","6ABFAD539CCAD8A7","135","false","false","null"
"418","60432","443","10.0.2.15","null","1461023918396","null","0","false","false","null"
"419","60432","443","10.0.2.15","null","1461023918396","null","1","false","false","null"
"420","60432","443","10.0.2.15","null","1461023918396","null","2","false","false","null"
"421","60432","443","10.0.2.15","null","1461023918396","null","3","false","false","null"
"422","443","60432","216.58.217.164","null","1461023918396","6ABFAD539CCAD8A7","136","false","false","null"
"423","443","60432","216.58.217.164","null","1461023918396","6ABFAD539CCAD8A7","137","false","false","null"
"424","60432","443","10.0.2.15","null","1461023918397","null","4","false","false","null"
"425","443","60432","216.58.217.164","null","1461023918397","6ABFAD539CCAD8A7","138","false","false","null"
"426","60432","443","10.0.2.15","null","1461023918397","null","5","false","false","null"
"427","60432","443","10.0.2.15","null","1461023918397","null","6","false","false","null"
"428","443","60432","216.58.217.164","null","1461023918397","6ABFAD539CCAD8A7","139","false","false","null"
"429","60432","443","10.0.2.15","null","1461023918400","null","7","false","false","null"
"430","60432","443","10.0.2.15","null","1461023918400","null","8","false","false","null"
"431","443","60432","216.58.217.164","null","1461023918400","6ABFAD539CCAD8A7","140","false","false","null"
"432","60432","443","10.0.2.15","null","1461023918404","null","9","false","false","null"
"433","60432","443","10.0.2.15","null","1461023918404","null","10","false","false","null"
"434","60432","443","10.0.2.15","null","1461023918404","null","11","false","false","null"
"435","443","60432","216.58.217.164","null","1461023918404","6ABFAD539CCAD8A7","141","false","false","null"
"436","60432","443","10.0.2.15","null","1461023918404","null","12","false","false","null"
"437","443","60432","216.58.217.164","null","1461023918404","6ABFAD539CCAD8A7","142","false","false","null"
"438","60432","443","10.0.2.15","null","1461023918404","null","13","false","false","null"
"439","60432","443","10.0.2.15","null","1461023918410","null","14","false","false","null"
"440","60432","443","10.0.2.15","null","1461023918410","null","15","false","false","null"
"441","60432","443","10.0.2.15","null","1461023918410","null","16","false","false","null"
"442","60432","443","10.0.2.15","null","1461023918410","null","17","false","false","null"
"443","443","60432","216.58.217.164","null","1461023918410","6ABFAD539CCAD8A7","143","false","false","null"
"444","443","60432","216.58.217.164","null","1461023918410","6ABFAD539CCAD8A7","144","false","false","null"
"445","60432","443","10.0.2.15","null","1461023918414","null","18","false","false","null"
"446","443","60432","216.58.217.164","null","1461023918414","6ABFAD539CCAD8A7","145","false","false","null"
"447","443","60432","216.58.217.164","null","1461023918439","6ABFAD539CCAD8A7","146","false","false","null"
"448","443","60432","216.58.217.164","null","1461023918440","6ABFAD539CCAD8A7","147","false","false","null"
"449","443","60432","216.58.217.164","null","1461023918441","6ABFAD539CCAD8A7","148","false","false","null"
"450","443","60432","216.58.217.164","null","1461023918445","6ABFAD539CCAD8A7","149","false","false","null"
"451","60432","443","10.0.2.15","null","1461023918454","null","19","false","false","null"
"452","60432","443","10.0.2.15","null","1461023918459","null","20","false","false","null"
"453","60432","443","10.0.2.15","null","1461023918464","null","21","false","false","null"
"454","60432","443","10.0.2.15","null","1461023918464","null","22","false","false","null"
"455","443","60432","216.58.217.164","null","1461023918464","6ABFAD539CCAD8A7","150","false","false","null"
"456","60432","443","10.0.2.15","null","1461023918470","null","23","false","false","null"
"457","443","60432","216.58.217.164","null","1461023918496","6ABFAD539CCAD8A7","151","false","false","null"
"458","60432","443","10.0.2.15","null","1461023918575","null","24","false","false","null"
"459","443","60432","216.58.217.164","null","1461023918601","6ABFAD539CCAD8A7","152","false","false","null"
"460","443","60432","216.58.217.164","null","1461023918636","6ABFAD539CCAD8A7","153","false","false","null"
"461","60432","443","10.0.2.15","null","1461023918661","null","25","false","false","null"
"462","443","60432","216.58.217.164","null","1461023918687","6ABFAD539CCAD8A7","154","false","false","null"
"463","443","56863","216.58.217.164","null","1461023983467","93D89F77DA1BFEB5","1","true","false","274B2F800E1069E197A6691B6B876103"
"464","56863","443","10.0.2.15","null","1461023983483","null","1","false","false","null"
"465","443","56863","216.58.217.164","null","1461023983491","93D89F77DA1BFEB5","2","false","false","null"
"466","443","56863","216.58.217.164","null","1461023983491","93D89F77DA1BFEB5","3","false","false","null"
"467","56863","443","10.0.2.15","null","1461023983499","null","2","false","false","null"
"468","56863","443","10.0.2.15","null","1461023983503","null","3","false","false","null"
"469","56863","443","10.0.2.15","null","1461023983516","null","4","false","false","null"
"470","443","56863","216.58.217.164","null","1461023983516","93D89F77DA1BFEB5","4","false","false","null"
"471","443","56863","216.58.217.164","null","1461023983603","93D89F77DA1BFEB5","5","false","false","null"
"472","56863","443","10.0.2.15","null","1461023983640","null","5","false","false","null"
"473","56863","443","10.0.2.15","null","1461023983640","null","6","false","false","null"
"474","56863","443","10.0.2.15","null","1461023983640","null","7","false","false","null"
"475","56863","443","10.0.2.15","null","1461023983640","null","8","false","false","null"
"476","56863","443","10.0.2.15","null","1461023983640","null","9","false","false","null"
"477","443","56863","216.58.217.164","null","1461023983640","93D89F77DA1BFEB5","6","false","false","null"
"478","56863","443","10.0.2.15","null","1461023983640","null","10","false","false","null"
"479","443","56863","216.58.217.164","null","1461023983640","93D89F77DA1BFEB5","7","false","false","null"
"480","56863","443","10.0.2.15","null","1461023983641","null","11","false","false","null"
"481","443","56863","216.58.217.164","null","1461023983641","93D89F77DA1BFEB5","8","false","false","null"
"482","443","56863","216.58.217.164","null","1461023983666","93D89F77DA1BFEB5","9","false","false","null"
"483","56863","443","10.0.2.15","null","1461023983670","null","20","false","false","null"
"484","443","56863","216.58.217.164","null","1461023983670","93D89F77DA1BFEB5","10","false","false","null"
"485","56863","443","10.0.2.15","null","1461023983683","null","21","false","false","null"
"486","56863","443","10.0.2.15","null","1461023983683","null","22","false","false","null"
"487","56863","443","10.0.2.15","null","1461023983683","null","23","false","false","null"
"488","443","56863","216.58.217.164","null","1461023983683","93D89F77DA1BFEB5","11","false","false","null"
"489","443","56863","216.58.217.164","null","1461023983684","93D89F77DA1BFEB5","12","false","false","null"
"490","443","56863","216.58.217.164","null","1461023983684","93D89F77DA1BFEB5","13","false","false","null"
"491","56863","443","10.0.2.15","null","1461023983696","null","24","false","false","null"
"492","56863","443","10.0.2.15","null","1461023983696","null","25","false","false","null"
"493","56863","443","10.0.2.15","null","1461023983696","null","26","false","false","null"
"494","56863","443","10.0.2.15","null","1461023983696","null","27","false","false","null"
"495","56863","443","10.0.2.15","null","1461023983699","null","28","false","false","null"
"496","443","56863","216.58.217.164","null","1461023983702","93D89F77DA1BFEB5","14","false","false","null"
"497","443","56863","216.58.217.164","null","1461023983702","93D89F77DA1BFEB5","15","false","false","null"
"498","443","56863","216.58.217.164","null","1461023983723","93D89F77DA1BFEB5","16","false","false","null"
"499","56863","443","10.0.2.15","null","1461023983747","null","29","false","false","null"
"500","56863","443","10.0.2.15","null","1461023983747","null","30","false","false","null"
"501","56863","443","10.0.2.15","null","1461023983747","null","31","false","false","null"
"502","56863","443","10.0.2.15","null","1461023983747","null","32","false","false","null"
"503","56863","443","10.0.2.15","null","1461023983747","null","33","false","false","null"
"504","56863","443","10.0.2.15","null","1461023983747","null","34","false","false","null"
"505","56863","443","10.0.2.15","null","1461023983747","null","35","false","false","null"
"506","443","56863","216.58.217.164","null","1461023983747","93D89F77DA1BFEB5","17","false","false","null"
"507","443","56863","216.58.217.164","null","1461023983747","93D89F77DA1BFEB5","18","false","false","null"
"508","443","56863","216.58.217.164","null","1461023983747","93D89F77DA1BFEB5","19","false","false","null"
"509","443","56863","216.58.217.164","null","1461023983773","93D89F77DA1BFEB5","20","false","false","null"
"510","56863","443","10.0.2.15","null","1461023983776","null","40","false","false","null"
"511","443","56863","216.58.217.164","null","1461023983778","93D89F77DA1BFEB5","21","false","false","null"
"512","443","56863","216.58.217.164","null","1461023983783","93D89F77DA1BFEB5","22","false","false","null"
"513","56863","443","10.0.2.15","null","1461023983792","null","41","false","false","null"
"514","56863","443","10.0.2.15","null","1461023983792","null","42","false","false","null"
"515","56863","443","10.0.2.15","null","1461023983792","null","43","false","false","null"
"516","443","56863","216.58.217.164","null","1461023983792","93D89F77DA1BFEB5","23","false","false","null"
"517","443","56863","216.58.217.164","null","1461023983792","93D89F77DA1BFEB5","24","false","false","null"
"518","443","56863","216.58.217.164","null","1461023983792","93D89F77DA1BFEB5","25","false","false","null"
"519","56863","443","10.0.2.15","null","1461023983806","null","44","false","false","null"
"520","56863","443","10.0.2.15","null","1461023983806","null","45","false","false","null"
"521","56863","443","10.0.2.15","null","1461023983806","null","46","false","false","null"
"522","56863","443","10.0.2.15","null","1461023983806","null","47","false","false","null"
"523","56863","443","10.0.2.15","null","1461023983806","null","48","false","false","null"
"524","56863","443","10.0.2.15","null","1461023983806","null","50","false","false","null"
"525","56863","443","10.0.2.15","null","1461023983806","null","49","false","false","null"
"526","443","56863","216.58.217.164","null","1461023983807","93D89F77DA1BFEB5","26","false","false","null"
"527","443","56863","216.58.217.164","null","1461023983807","93D89F77DA1BFEB5","27","false","false","null"
"528","443","56863","216.58.217.164","null","1461023983807","93D89F77DA1BFEB5","28","false","false","null"
"529","443","56863","216.58.217.164","null","1461023983807","93D89F77DA1BFEB5","29","false","false","null"
"530","56863","443","10.0.2.15","null","1461023983808","null","51","false","false","null"
"531","56863","443","10.0.2.15","null","1461023983808","null","52","false","false","null"
"532","56863","443","10.0.2.15","null","1461023983808","null","53","false","false","null"
"533","443","56863","216.58.217.164","null","1461023983809","93D89F77DA1BFEB5","30","false","false","null"
"534","56863","443","10.0.2.15","null","1461023983811","null","54","false","false","null"
"535","56863","443","10.0.2.15","null","1461023983811","null","55","false","false","null"
"536","56863","443","10.0.2.15","null","1461023983811","null","56","false","false","null"
"537","56863","443","10.0.2.15","null","1461023983811","null","58","false","false","null"
"538","443","56863","216.58.217.164","null","1461023983811","93D89F77DA1BFEB5","31","false","false","null"
"539","56863","443","10.0.2.15","null","1461023983811","null","57","false","false","null"
"540","56863","443","10.0.2.15","null","1461023983811","null","59","false","false","null"
"541","443","56863","216.58.217.164","null","1461023983811","93D89F77DA1BFEB5","32","false","false","null"
"542","443","56863","216.58.217.164","null","1461023983811","93D89F77DA1BFEB5","33","false","false","null"
"543","443","56863","216.58.217.164","null","1461023983811","93D89F77DA1BFEB5","34","false","false","null"
"544","56863","443","10.0.2.15","null","1461023983812","null","60","false","false","null"
"545","56863","443","10.0.2.15","null","1461023983812","null","61","false","false","null"
"546","56863","443","10.0.2.15","null","1461023983812","null","62","false","false","null"
"547","443","56863","216.58.217.164","null","1461023983813","93D89F77DA1BFEB5","35","false","false","null"
"548","443","56863","216.58.217.164","null","1461023983813","93D89F77DA1BFEB5","36","false","false","null"
"549","56863","443","10.0.2.15","null","1461023983814","null","63","false","false","null"
"550","56863","443","10.0.2.15","null","1461023983814","null","64","false","false","null"
"551","56863","443","10.0.2.15","null","1461023983814","null","65","false","false","null"
"552","443","56863","216.58.217.164","null","1461023983814","93D89F77DA1BFEB5","37","false","false","null"
"553","56863","443","10.0.2.15","null","1461023983814","null","66","false","false","null"
"554","443","56863","216.58.217.164","null","1461023983814","93D89F77DA1BFEB5","38","false","false","null"
"555","56863","443","10.0.2.15","null","1461023983816","null","67","false","false","null"
"556","56863","443","10.0.2.15","null","1461023983816","null","68","false","false","null"
"557","443","56863","216.58.217.164","null","1461023983816","93D89F77DA1BFEB5","39","false","false","null"
"558","56863","443","10.0.2.15","null","1461023983820","null","69","false","false","null"
"559","56863","443","10.0.2.15","null","1461023983820","null","70","false","false","null"
"560","443","56863","216.58.217.164","null","1461023983820","93D89F77DA1BFEB5","40","false","false","null"
"561","56863","443","10.0.2.15","null","1461023983820","null","71","false","false","null"
"562","56863","443","10.0.2.15","null","1461023983820","null","72","false","false","null"
"563","443","56863","216.58.217.164","null","1461023983820","93D89F77DA1BFEB5","41","false","false","null"
"564","56863","443","10.0.2.15","null","1461023983821","null","73","false","false","null"
"565","56863","443","10.0.2.15","null","1461023983822","null","74","false","false","null"
"566","56863","443","10.0.2.15","null","1461023983822","null","75","false","false","null"
"567","56863","443","10.0.2.15","null","1461023983822","null","76","false","false","null"
"568","56863","443","10.0.2.15","null","1461023983822","null","77","false","false","null"
"569","443","56863","216.58.217.164","null","1461023983822","93D89F77DA1BFEB5","42","false","false","null"
"570","56863","443","10.0.2.15","null","1461023983822","null","78","false","false","null"
"571","443","56863","216.58.217.164","null","1461023983822","93D89F77DA1BFEB5","43","false","false","null"
"572","56863","443","10.0.2.15","null","1461023983822","null","79","false","false","null"
"573","443","56863","216.58.217.164","null","1461023983822","93D89F77DA1BFEB5","44","false","false","null"
"574","56863","443","10.0.2.15","null","1461023983823","null","80","false","false","null"
"575","443","56863","216.58.217.164","null","1461023983823","93D89F77DA1BFEB5","45","false","false","null"
"576","56863","443","10.0.2.15","null","1461023983826","null","81","false","false","null"
"577","56863","443","10.0.2.15","null","1461023983826","null","82","false","false","null"
"578","56863","443","10.0.2.15","null","1461023983826","null","83","false","false","null"
"579","56863","443","10.0.2.15","null","1461023983826","null","84","false","false","null"
"580","443","56863","216.58.217.164","null","1461023983826","93D89F77DA1BFEB5","46","false","false","null"
"581","56863","443","10.0.2.15","null","1461023983826","null","85","false","false","null"
"582","443","56863","216.58.217.164","null","1461023983827","93D89F77DA1BFEB5","47","false","false","null"
"583","443","56863","216.58.217.164","null","1461023983838","93D89F77DA1BFEB5","48","false","false","null"
"584","56863","443","10.0.2.15","null","1461023983871","null","86","false","false","null"
"585","56863","443","10.0.2.15","null","1461023983871","null","87","false","false","null"
"586","443","56863","216.58.217.164","null","1461023983871","93D89F77DA1BFEB5","49","false","false","null"
"587","443","56863","216.58.217.164","null","1461023984100","93D89F77DA1BFEB5","50","false","false","null"
"588","443","56863","216.58.217.164","null","1461023984103","93D89F77DA1BFEB5","51","false","false","null"
